Krista Rizman alik	46.5636227	15.6240941
Julien Meynet	46.5196535	6.6322734
J. P. Thiran	46.5195985	6.5684919
C. Barat	45.453273	4.3859555
C. Ducottet	45.453273	4.3859555
Iñaki Albisua	43.2973313	-2.0126276
Iñigo Perona	43.2973313	-2.0126276
Haini Qu	31.2675598	121.2180046
Noor A. Samsudin	-27.4967609	153.0195338
Andrew P. Bradley	-27.6061106	151.9287869
Di Wang	42.4467049	-76.4830579
Hong Qiao	28.228209	112.938814
Annupan Rodtook	13.7626581	100.6759772
Nibaran Das	22.4991816	88.3706729
Mahantapas Kundu	22.49618	88.3725119
Mita Nasipuri	22.49618	88.3725119
Dipak Kumar Basu	22.49618	88.3725119
Hong Fu	22.396428	114.109497
Zhong Lin	45.3884357	-75.6979884
Kerem Altun	39.9333635	32.8597419
B. Barshan	39.9333635	32.8597419
Orkun Tunçel	39.9333635	32.8597419
Luciano Oliveira	40.205491	-8.420743
Urbano Nunes	40.205491	-8.420743
Marco Silva	40.2033145	-8.4102573
Liang Wang	39.904211	116.407395
M Li	39.9993865	-83.0227103
Qiang Wu	-33.8829343	151.2005362
Hicham Laanaya	33.9715904	-6.8498129
Arnaud Martin	47.644207	-2.777014
Vivek F. Farias	42.3591	-71.0934
Ciamac Moallemi	40.807722	-73.96411
Benjamin Van Roy	37.413349	-122.1708056
Steven C. H. Hoi	8.4944302	76.9473164
John Stanislaw Zelek	43.473289	-80.541671
Budhendra Bhaduri	36.0103561	-84.2696449
Anna Monreale	43.7228386	10.4016888
Salvatore Rinzivillo	43.7228386	10.4016888
Tamir Tassa	32.107476	34.795951
K L Clarkson	40.6951408	-74.4012651
Shaojie Qiao	30.6356501	104.0911486
C.-J. Tang	30.6356501	104.0911486
Shimon Whiteson	52.3561962	4.9470315
Alfredo Ferreira	38.7222524	-9.1393366
Marco Attene	44.4056499	8.946256
Manuel J. Fonseca	38.7222524	-9.1393366
Mauro R. Ruggeri	47.6779496	9.1732384
Giuseppe Patane	44.4056499	8.946256
Dietmar Saupe	53.1136899	8.8370204
A. Hilton	51.2423009	-0.5904827
J. Starck	51.2423009	-0.5904827
Xianfang Sun	51.4919075	-3.1868361
Ameesh Makadia	38.6736751	-90.3149303
K. Daniilidis	41.2033216	-77.1945247
Theoharis Theoharis	37.9838096	23.7275388
P. Daras	40.6400629	22.9444191
Nick Pears	51.3085131	1.069896
Tom Heseltine	51.3085131	1.069896
Marcelo Romero	53.9468445	-1.0540265
Limin Shang	38.9695621	-76.9432371
Michael Greenspan	45.4421977	-75.6181736
Ajmal S. Mian	-31.9786482	115.8197715
M. Bennamoun	-20.9175738	142.7027956
Martin Reuter	32.8549263	-96.7927003
Ioannis Pratikakis	37.9838096	23.7275388
Hong Qin	40.9039999	-73.1049364
S. Shalom	32.065375	34.84585
A. Shamir	32.162413	34.844675
D. Cohen-Or	32.1036332	34.8046043
Mona Mahmoudi	44.9746732	-93.2322351
Daragh Byrne	53.3853811	-6.2588538
G. J. F. Jones	52.198361	0.1206733
Cynthia Diane Rudin	40.8097368	-73.9608715
Axinia Radeva	40.8097368	-73.9608715
Haimonti Dutta	39.2897454	-76.6246644
Steve Ierome	40.7322535	-73.9874105
Delfina Isaac	40.7322535	-73.9874105
M. Campi	45.5639575	10.2313315
Stanislav Živný	51.7598952	-1.258517
Peter G. Jeavons	51.3147593	-0.5599501
Ola Amayri	45.4954247	-73.57795
Andrea Perego	45.4687528	9.2087517
Arin Ghazarian	35.7826442	51.4633892
S. Majid Noorhosseini	35.7826442	51.4633892
Emine Yilmaz	52.205337	0.121817
Gui-Rong Xue	30.274085	120.15507
O. Chapelle	40.3470543	-74.0643065
S. S. Keerthi	37.3541079	-121.9552356
F. Rinaldi	41.9027835	12.4963655
Fabio Schoen	45.4654219	9.1859243
M. Sciandrone	41.8977003	12.5097274
