name	Latitude	Longitude
An-Jung Cheng	25.041471	121.518577
Yan-Ying Chen	25.041471	121.518577
Yen-Ta Huang	25.041471	121.518577
Sheng-hua Zhong	22.305748	114.179826
Michal Jacovi	32.7940463	34.989571
K. Tserpes	37.9838096	23.7275388
Caifeng Shan	51.5266171	-0.1260773
Stefan Romberg	48.3705449	10.89779
Ling Xie	37.366463	-120.42469
John R. Zhang	40.8097368	-73.9608715
T. Y. Leung	34.0729489	-118.4431764
Robert W. Cox	41.7908878	-87.602709
Manfred Klopschitz	47.070714	15.439504
Ioannis Stamos	40.7127837	-74.0059413
Teófilo Emídio de Campos	51.7641155	-1.2632365
J. Bermúdez	41.6488226	-0.8890853
Rashid Jalal Qureshi	47.3661566	0.686809
Laszlo Kovacs	47.5584793	21.620443
Balazs Harangi	47.5316049	21.6273123
Brigitta Nagy	47.5316049	21.6273123
Jamal Atif	48.856614	2.3522219
Ralf Wieland	52.5069173	14.1281615
Wilfried Mirschel	52.5069173	14.1281615
Karin Groth	52.5157772	14.1129853
Alison Pechenick	44.4739489	-73.1943038
Andrew D. Heap	-35.2809368	149.1300092
Anna Potter	-35.2809368	149.1300092
James J. Daniell	-35.2809368	149.1300092
Karen Schuchardt	46.344051	-119.276373
Jichuan Shi	53.5267622	-113.5271457
Yingbin Zheng	31.2985307	121.5014465
Toh Koon Charlie Neo	40.2525474	-111.6576145
Shigeo Morishima	35.7090259	139.7319925
Cuixian Chen	34.2257255	-77.9447102
Nazlena Mohamad Ali	4.210484	101.975766
A. Folorunso Olufemi	1.5699043	103.6446929
Mohd Shahrizal Sunar	2.8930638	112.0927898
Normal Mat Jusoh	1.5699043	103.6446929
Bernd Neumayr	48.341662	14.2844513
Michael Schrefl	48.30694	14.28583
Konrad Linner	48.30694	14.28583
Xueping Peng	39.9532914	116.3060482
Elizabeth Bradley	40.0071656	-105.2627072
Christian Braune	52.1205333	11.6276237
Sonja Grün	50.1109221	8.6821267
Sven Tassenoy	50.8503396	4.3517103
Sabine Verboven	51.1595891	4.4068876
Petr Kosina	49.1950602	16.6068371
Joshua Garland	40.0071656	-105.2627072
Gerardo Lastra	43.5322015	-5.6611195
Dawid Piatek	47.6779496	9.1732384
Joaquin Vanschoren	50.8641329	4.6788127
Yuzhang Han	48.2747157	16.3359792
Andrzej Goscinski	-35.2927076	149.1651801
Diego Peteiro-Barral	43.3623436	-8.4115401
Nicolás Garcá-Pedrajas	37.8881751	-4.7793835
J. Santamaría	37.1773363	-3.5985571
O. Cordón	43.249719	-5.7785282
Sergio Damas	37.1773363	-3.5985571
J. M. García-Torres	37.1773363	-3.5985571
Aizea Lojo	43.318334	-1.9812313
Alessandro Farinelli	28.039157	-82.4758919
Matteo Denitto	45.4383842	10.9916215
Holger Franken	48.5216364	9.0576448
Olivier Stern	50.6325574	5.5796662
Jessica Aceto	50.6325574	5.5796662
Nathalie Jeanray	50.6325574	5.5796662
Marc Muller	50.6325574	5.5796662
Camelia Chira	53.2784293	-9.0111511
Mohammed El-Kebir	52.3344753	4.8658302
Gunnar W. Klau	42.3736158	-71.1097335
Radu Rogojanu	48.2081743	16.3738189
Vasile I. Manta	47.1584549	27.6014418
Lu Cao	39.904211	116.407395
Kuan Yan	52.1569487	4.481357
Leah Winkel	52.1569487	4.481357
Marjo De Graauw	52.1569487	4.481357
William A. Young II	39.324866	-82.102462
G. R. Weckman	39.324866	-82.102462
M. Rangwala	39.324866	-82.102462
Harry S. Whiting II	39.324866	-82.102462
Helmut W. Paschold	39.324866	-82.102462
Andrew H. Snow	39.324866	-82.102462
Chad Mourning	39.324866	-82.102462
André N. Souza	-22.314459	-49.0586951
Gordon J. Ross	51.5177246	-0.1732294
D. Tasoulis	38.2466395	21.734574
Zhi-Chun Mu	39.904211	116.407395
Elizabeth González	38.6460074	-4.0491077
V. Feliu	38.6460074	-4.0491077
Jeffrey Browne	33.6858022	-117.8082831
Aydin Buluc	34.4120449	-119.851246
John R. Gilbert	34.4152272	-119.8482359
Carl A Gunter	40.4432289	-79.9441368
David L. Olson	30.627783	-96.33473
Yanyan Meng	40.7796939	-96.6656305
Chi Leung Hui	22.396428	114.109497
Aynur A. Dayanik	40.5209113	-74.4612229
J. R. Cano	38.0969098	-3.6369803
Cesar A. Penz	-27.5953778	-48.5480499
Carlos A. Flesch	-27.5953778	-48.5480499
Silvia Nassar	-27.5953778	-48.5480499
Rodolfo C. C. Flesch	-27.5953778	-48.5480499
Marco A. de Oliveira	-26.3044084	-48.8463832
Marc Bron	52.3561962	4.9470315
Bouke Huurnink	52.3561962	4.9470315
Samantha Kleinberg	40.7609569	-73.8076702
Ahmed A. L. Faresi	38.835268	-77.309476
Duminda Wijesekera	42.4439614	-76.5018807
Mathias Franzius	52.5200066	13.404954
Niko Wilbert	52.5200066	13.404954
Rutu Mulkar-Mehta	33.9802893	-118.4517449
J Hobbs	37.4529598	-122.1817252
Ying-Xin Li	39.8017443	116.5053907
Jiancong Fan	36.6776341	116.9736065
Qiang Xu	22.396428	114.109497
Rui-sheng Jia	36.067108	120.382609
Michael Karlen	46.5196535	6.6322734
Koray Kavukcuoglu	40.6221901	-73.9038196
Nino Shervashidze	48.5216364	9.0576448
Pascal Schweitzer	49.2489232	7.017559
Mikio L. Braun	50.7589425	7.0730966
Jean-Yves Audibert	48.856614	2.3522219
Peter Prettenhofer	50.9794934	11.3235439
Ron Weiss	42.3736158	-71.1097335
Jake Vanderplas	31.767879	-106.440736
Philippe Rigollet	40.3492867	-74.6582332
Shuheng Zhou	29.532639	106.611156
Marek Petrik	42.3951291	-72.5312372
Shlomo Zilberstein	37.8805941	-122.2447958
Paul Bünau	52.5200066	13.404954
Franz J. Király	52.5200066	13.404954
Sebastian Gerwinn	48.5370284	9.0593085
James M. Rehg	40.4432289	-79.9441368
Jérémie Bigot	43.604652	1.444209
Jean-Michel Loubes	43.604652	1.444209
Jarno Vanhatalo	60.1698557	24.938379
Daniel Vainsencher	32.7940463	34.989571
Haojun Zhang	45.7399332	7.4674717
L. Wong	1.352083	103.819836
Ganesh Sundaramoorthi	33.7784626	-84.3988806
Matthias Seeger	55.9458998	-3.191998
P. G. Martinsson	41.3212912	-72.9283391
Miljan Vucetic	44.786568	20.4489216
Peter Hall	34.680476	-82.8391552
Ali Shojaee Bakhtiari	35.7507718	51.5129624
Dimitrios Korkinof	34.7071301	33.0226174
Qiangfeng Peter Lau	1.2936452	103.7749621
Lucas Létocart	48.963476	2.347354
Jafar Tanha	35.6891975	51.3889736
Hamideh Afsarmanesh	52.3561962	4.9470315
Cong-Yan Lang	39.9533707	116.3427935
Mahnoosh Mirghaemi	51.5073509	-0.1277583
Philip C Treleaven	38.5358279	-96.042193
Alexander S. Szalay	39.3272601	-76.6003432
Albert Boulanger	40.7127837	-74.0059413
Maggie Chow	40.7127837	-74.0059413
Bert Huang	40.807722	-73.96411
Sheng-Tang Wu	25.042224	121.534347
A. A. Kassim	1.3553794	103.8677444
Hong Shen	-34.9103022	138.6090143
Kevin Stock	39.9993865	-83.0227103
John Cavazos	42.3951291	-72.5312372
Yang Ruan	39.1670467	-86.5269373
Yuduo Zhou	39.1670467	-86.5269373
S. Pooja	30.358957	76.449485
R. Upneja	30.358957	76.449485
Siddeshwar Biradar	18.7271336	76.3810922
Abdülkadir Çakır	37.7626487	30.553705
Burçin Demirel	37.7626487	30.553705
Abd El Rahman Shabayek	47.322047	5.04148
Olivier Morel	46.8067249	4.4139861
Efstratios Gavves	52.3561962	4.9470315
Gerard Sanromí	41.1188827	1.2444909
Hugo Proenca	40.2777345	-7.507254
Atousa Torabi	45.50232	-73.5436479
Guillaume Massé	45.50232	-73.5436479
Vamsi Krishna Madasu	-27.6061106	151.9287869
Rodrigo Minetto	-22.8127125	-47.0675404
Neucimar J. Leite	-22.9099384	-47.0626332
J. Stolfi	-22.8127125	-47.0675404
Shiow-Yun Chang	43.1225229	-77.6665722
Tsung-Yuan Yeh	43.1225229	-77.6665722
Abbas Bahrololoum	30.2839379	57.0833628
Hamid Bahrololoum	30.2839379	57.0833628
Masoud Saeed	30.2839379	57.0833628
Brynjar Gretarsson	33.6858022	-117.8082831
John O’Donovan	33.6858022	-117.8082831
Svetlin Bostandjiev	33.6858022	-117.8082831
David J. Newman	33.6442833	-117.8417952
Ravi Vatrapu	28.0670268	-82.4518246
Chris Teplovs	43.666663	-79.4023299
Nobuko Fujita	42.3078358	-83.0291021
Susan Bull	52.45126	-1.93668
Paulo Blikstein	42.3591	-71.0934
Ramachandran Jayadevan	18.5204303	73.8567437
Mostafa Sabzekar	36.2604623	59.6167549
Ian H. Jarman	53.4119814	-2.9822218
Terence A. Etchells	53.4119814	-2.9822218
Pietro Hiram Guzzi	38.9097919	16.5876516
Maria Teresa Di Martino	38.9097919	16.5876516
Giuseppe Tradigo	38.9097919	16.5876516
Pierfrancesco Tassone	38.9097919	16.5876516
Pierosandro Tagliaferri	38.9097919	16.5876516
Mario Cannataro	39.3524594	16.2218533
Bijan Raahemi	45.4248599	-75.6828
Francisco Pujol	38.38403	-0.528309
Hyunsik Choi	37.590401	127.035859
Christian Bizer	52.4555962	13.2955788
Michael L Brodie	42.3764852	-71.2356113
Luca Cagliero	45.06284	7.66309
Marco Marchetti	45.070312	7.6868565
Ahmed K. Farahat	43.4715646	-80.5431505
Samah Fodeh	42.332507	-83.0511744
Bill Punch	42.2752422	-83.7333394
Jintao Zhang	38.949202	-95.2641463
Vili Kellokumpu	65.0120888	25.4650773
Shubhamoy Dey	22.6399606	75.8040022
Javier Civera	41.6488226	-0.8890853
Dong Wang	38.914003	121.614682
Ehsan Emadzadeh	33.4205343	-111.9339825
Azadeh Nikfarjam	33.4205343	-111.9339825
G. Gonzalez	33.4483771	-112.0740373
Mikhail Bilenko	11.3957658	79.6941288
Christos Berberidis	40.5964806	22.9799892
Kiyana Zolfaghar	35.7609885	51.4241782
Abdollah Aghaie	35.6891975	51.3889736
Deyu Li	37.8097108	112.5700857
Chun-Ming Tsai	25.0421407	121.5198716
Tingting Mu	38.6129798	-90.3332427
Mingbo Zhao	22.3374868	114.1720025
Zhirong Yang	60.2054911	24.6559001
Erkki Oja	62.89797	27.6781725
Liang Xiao	24.4357457	118.0933388
Jun Zhang	39.904211	116.407395
Zhihui Wei	32.060255	118.796877
Noha M. Elfiky	41.5037176	2.0864011
Fahad Shahbaz Khan	41.5028528	2.1025104
Tao Yang	40.8018152	-77.8481049
Xiuwei Zhang	34.341575	108.93977
Irina Olenina	55.7032948	21.1442794
Sergej Olenin	55.7032948	21.1442794
E. Vaiciukynas	54.8985207	23.9035965
Zsolt Szabo	47.497912	19.040235
Barnabás Póczos	47.497912	19.040235
Samuel Rivera	39.9993865	-83.0227103
Zhi Lu	22.2840507	114.1378391
Wenyin Liu	22.2840507	114.1378391
A. Simó	39.994284	-0.068555
N. M. Nasrabadi	39.0031656	-76.97192
W. Shen	32.5909562	-85.4929785
Li Yu	35.307898	-80.7297585
Z. W. Zhang	32.5909562	-85.4929785
Xiao-Xiao Niu	45.4972727	-73.5790238
Jyrki Kullaa	60.1500719	24.6392906
Guojie Wang	52.3702157	4.8951679
Yi Liu	37.87059	112.548879
Richard De Jeu	52.3344753	4.8658302
A. Johannes Dolman	52.3702157	4.8951679
Li Zhang	39.9828502	116.3410178
Daniele Apiletti	45.06448	7.66029
Hsin-Yun Huang	24.8138287	120.9674798
S. Y. Lee	43.1225229	-77.6665722
KęStutis DučInskas	55.7032948	21.1442794
Lijana Stabingienė	55.7032948	21.1442794
Giedrius Stabingis	55.7032948	21.1442794
Jean Dezert	48.7974392	2.2828695
Rajesh Kumar	21.1597606	72.7959122
J. D. Sharma	23.830218	78.7731227
Zhen Qiu	55.909403	-3.3206991
Lei Yang	31.49117	120.31191
Weiping Lu	55.953252	-3.188267
Gautam Bhattacharya	23.2324214	87.8614793
Koushik Ghosh	23.2324214	87.8614793
Qin Zou	30.5080756	114.3884053
Yu Cao	37.3382082	-121.8863286
Qingzhou Mao	30.5080756	114.3884053
Bo Lang	41.7178558	-87.9783048
Yi Xu	42.3736158	-71.1097335
Bo Cheng	32.6847858	109.0292887
Zhang Xiong	39.9891787	116.3396436
Jian Shao	39.910886	116.3357368
Shrikanth Narayanan	34.0522342	-118.2436849
Yao Gao	30.9926711	121.4017905
H. K. Lam	1.352083	103.819836
Mathieu Delalandre	46.160329	-1.151139
Xudong Zhou	32.0424094	118.8147645
Qian Zheng	35.7832233	-78.6389527
Baoquan Chen	22.543096	114.057865
Shuai Ma	30.2919691	120.1638917
Simon Jones	52.3561962	4.9470315
Can Xie	22.396428	114.109497
Jerzy Błaszczyński	52.406374	16.9251681
Tsung-Nan Tsai	43.1225229	-77.6665722
Chih-Chin Lai	43.1225229	-77.6665722
Yu-Chieh Lo	22.7175372	120.3031871
Chengliang Liu	31.1962454	121.440554
J. A. Harding	52.7650392	-1.2340732
S. C. Hui	50.8668892	-0.0875363
Glauber Souto dos Santos	-25.4289541	-49.267137
Luiz Guilherme Justi Luvizotto	-25.4289541	-49.267137
Viviana Cocco Mariani	-25.2520888	-52.0215415
David Olivieri	42.3357893	-7.863881
Xosé Antón Vila Sobrino	42.2405989	-8.7207268
Wen-Yen Chang	24.8138287	120.9674798
Zigang Zhang	30.515489	114.4163109
Ali Zeinal Hamadani	32.7373617	51.5616308
A. Mutlu	39.9333635	32.8597419
Ming-Gay Lee	25.0329636	121.5654268
Lorenzo Seidenari	43.7695604	11.2558136
David P. Gibson	51.4771065	-2.6259899
Alexandros Iosifidis	40.6400629	22.9444191
Jingen Liu	40.3572976	-74.6672226
Imran Saleemi	28.585792	-81.208892
Bhaskar Chakraborty	41.5037176	2.0864011
Anastasios Drosou	51.5177246	-0.1732294
D. Ioannidis	40.6400629	22.9444191
Konstantinos Moustakas	38.2466395	21.734574
Cuong Tran	37.3860517	-122.0838511
Hannah Dee	53.8066885	-1.5558889
Chuan Zhao	51.7520209	-1.2577263
Hung Cheng Shih	22.925346	120.294197
Leman Tomak	41.2797031	36.3360667
Pat Marion	42.844668	-73.8183804
Nathan Fabian	35.0853336	-106.6055534
Sudarsun Kannan	33.7784626	-84.3988806
Ada Gavrilovska	33.7784626	-84.3988806
Dejan S. Milojičić	42.3736158	-71.1097335
Fang Zheng	36.061089	103.834304
Jai Dayal	43.0800758	-77.6737734
Greg Eisenhauer	44.977753	-93.2650108
Hasan Abbasi	33.7784626	-84.3988806
Robin Cohen	43.4723337	-80.5461394
Paweł P. Łabaj	48.2081743	16.3738189
Michael Maurer	48.2081743	16.3738189
Ivona Brandic	48.2747157	16.3359792
David P. Kreil	48.2081743	16.3738189
M. Hauder	48.1351253	11.5819806
Hyunjoon Jo	34.05	-118.253056
Vladimir Korkhov	52.3561962	4.9470315
Dagmar Krefting	52.5200066	13.404954
Tamas Kukla	51.5204859	-0.1426723
G. Z. Terstyanszky	51.5204859	-0.1426723
Douglas Demetrick	51.0666369	-114.1334629
Elizabeth Burnside	43.0765915	-89.4052247
Te-Kang Jan	43.1225229	-77.6665722
Chi-Hung Lin	43.1225229	-77.6665722
F. Q. Duan	39.910886	116.3357368
Peter Wittek	1.2936452	103.7749621
Reuben Mingguang Li	45.7399332	7.4674717
Nitesh Maheshwari	17.4027421	78.4524591
Vasudeva Varma	17.4447918	78.3483098
Miguel Correia	38.7222524	-9.1393366
Fabrizio Marozzo	39.3524594	16.2218533
T. M. Khoshgoftaar	30.3135522	-81.6004765
Shayan Shahand	52.3561962	4.9470315
Barbera D. C. van Schaik	52.3561962	4.9470315
A. H. C. Van Kampen	52.3702157	4.8951679
Faisal Saeed	15.3694451	44.1910066
Eirini Spyropoulou	51.4771065	-2.6259899
Mikalai Tsytsarau	46.0747793	11.1217486
Celine Vens	50.8612986	4.680773
Pranay Anchuri	42.7284117	-73.6917851
Shahar Golan	32.7940463	34.989571
Hua Wang	30.513114	114.420041
Heng Huang	43.767006	-72.1930695
Liaoruo Wang	42.3951291	-72.5312372
Hong Cheng	22.3185673	114.1796057
Justin D. Basilico	34.9799999	-106.52
Kevin R. Dixon	34.9799999	-106.52
Mohammad Taha Bahadori	34.0205798	-118.2813455
Dan Zhang	51.5169409	-0.0591022
Rongjing Xiang	39.9990443	116.3246671
Misael Mongiovi	37.5078772	15.0830304
Xiao Cai	38.2142322	-85.7470814
Christos Giatsidis	48.707909	2.211936
Dimitrios M. Thilikos	37.9838096	23.7275388
Wei Lu	47.6402817	-122.130493
Hongliang Yao	31.820592	117.227219
Shaogang Gong	51.5169409	-0.0591022
Po Hu	39.904211	116.407395
Minlie Huang	40.00069	116.3288579
Hong Cao	32.060255	118.796877
Xiao-Li Li	1.352083	103.819836
Jiafeng Guo	39.904211	116.407395
Li Zhang	39.9828502	116.3410178
Qingyan Yang	39.9990443	116.3246671
Zekai J. Gao	30.3265639	120.1545551
Yangqiu Song	39.9806034	116.3100912
Weiwei Cui	22.2917485	114.2715461
Nikhil Rasiwasia	32.7440207	-117.1840878
Sungjin Im	40.1093094	-88.2283887
Kyuseok Shim	37.48121	126.952712
Kleanthis-Nikolaos Kontonasios	51.4771065	-2.6259899
Florian Lemmerich	49.7801362	9.9647348
Scott Charles Evans	42.6299519	-79.080456
Cindy Xide Lin	40.1105875	-88.2072697
Yong Ge	39.9942845	116.4110864
Zhongmou Li	40.7416983	-74.1741891
Edward Casey Kenley	31.5425744	-97.1124535
Young-Rae Cho	31.5425744	-97.1124535
Yin Zhang	40.1136943	-85.6613123
Rong-Hua Li	22.305748	114.179826
Tahseen Al-Khateeb	32.9854538	-96.7543188
Ke Xu	40.507631	-75.7820031
Xu Sun	40.00069	116.3288579
Ping Li	31.2844979	121.4977879
C. Seshadhri	40.3492867	-74.6582332
Sihong Xie	41.8870816	-87.6292073
Victor S. Sheng	43.0010299	-81.2769422
Michel Speiser	47.3063522	8.5529459
Domenic Forte	38.9916926	-76.9414781
Yaobin He	39.9261519	116.2366291
J. H. Abawajy	-38.2617284	144.3248554
Qingrui Li	30.630391	104.0282129
Huan-Kai Peng	40.4432289	-79.9441368
Jiang Zhu	28.228209	112.938814
Rong Yan	37.4814325	-122.1556108
Jierui Xie	42.7284117	-73.6917851
A. K. Choudhary	52.7650392	-1.2340732
Tsung-Ting Kuo	25.041471	121.518577
Ryan Benton	29.9365976	-90.1278823
Giulio Rossetti	43.7228386	10.4016888
Saima Aman	45.4248599	-75.6828
Zhichun Fu	-35.276451	149.125778
John Tran	47.6587802	-117.4260466
Peter Dews	42.3574116	-83.0697777
Ayman Mansour	42.3574116	-83.0697777
R. Michael Massanari	42.3574116	-83.0697777
Marin Kollef	38.6470653	-90.3026346
Thomas C. Bailey	38.655229	-90.3105699
Felix Distel	51.0294529	13.7390843
Said Jabbour	50.42893	2.83183
P Boizumault	47.478419	-0.563166
Tomonobu Ozaki	32.7974906	-117.137811
Dries F. Benoit	51.0543422	3.7174243
Edward Tersoo Apeh	50.71505	-1.987248
Mark Eastwood	50.719164	-1.880769
Zahra Ahmadi	35.6891975	51.3889736
Vera Hofer	47.0743531	15.454803
Aleksandra Slavkovic	40.4406248	-79.9958864
Hsun-Ping Hsieh	25.041471	121.518577
Isaac K. Tetteh	35.7850545	-78.6819449
Fredrick H. M. Semazzi	35.7832233	-78.6389527
Nisarg Raval	17.445011	78.3528185
Negar Koochakzadeh	51.076359	-114.12871
Erik Tromp	51.6631071	5.6239228
Brett W. Bader	40.0082221	-105.2591119
Kurt Driessens	50.8798438	4.7005176
Claire Cardie	33.9866891	-117.3324743
Xiaojun Quan	31.8382982	117.2609521
Kunpeng Zhang	31.8523214	117.2326844
Yu Cheng	37.3389777	-120.4765275
Dan Honbo	41.8954119	-87.6197349
Diana Palsetia	42.0522802	-87.6889122
Kathy Lee	42.0522802	-87.6889122
Konstantin Kutzkov	48.1499171	11.5944234
Francesco Blasa	39.3087714	16.3463791
Simone Cafiero	39.3087714	16.3463791
Giancarlo Fortino	39.3087714	16.3463791
Pourang Irani	45.9345268	-66.6258227
Lena Chekina	40.7345053	-111.8628205
Bo Geng	42.3476181	-71.1002881
Dong Huang	40.8682379	-72.8791716
Xiaoyu Deng	30.3265639	120.1545551
Diana Palsetia	42.0522802	-87.6889122
Md. Mostofa Ali Patwary	60.3912628	5.3220544
Ana Paula Appel	-22.0087082	-47.8909263
Estevam Rafael Hruschka Junior	-22.0087082	-47.8909263
Shahram Izadi	52.205337	0.121817
Otmar Hilliges	39.702755	-84.2407811
Dave Molyneaux	54.0101034	-2.7850105
Steve Hodges	42.3736158	-71.1097335
Robert Layton	-37.5621587	143.8502556
Feng Wang	39.904211	116.407395
Meiling Wang	39.9570948	116.3114519
Vinay Garg	17.4447918	78.3483098
Abhinav Goel	17.4447918	78.3483098
Ashish Phophalia	23.1914991	72.630434
K. Pramod Sankar	17.385044	78.486671
Amioy Kumar	28.5429676	77.193806
Priyanka Das	26.1865553	91.6920534
Kannan Karthik	43.6503577	-79.3869921
Kevin J. Brown	37.413349	-122.1708056
Arvind K. Sujeeth	33.6518297	-117.8389422
Tiark Rompf	46.5189865	6.5676007
Hassan Chafi	33.6518297	-117.8389422
Martin Odersky	46.5189865	6.5676007
Thilina Gunarathne	39.1670467	-86.5269373
Bingjing Zhang	39.1670467	-86.5269373
Wenwen Dou	35.2869669	-80.7263216
Clifton Phua	1.352083	103.819836
W. Liao	41.1566596	-81.4176553
Pui Kuen Fong	33.9541218	-117.3704425
Jens H. Weber-Jahnke	33.9541218	-117.3704425
Alessandro Prest	45.188529	5.724524
Hagen Fürstenau	49.2576655	7.048048
S. H. Muggleton	55.8618873	-4.2498476
David Poole	28.5383355	-81.3792365
Roelof van Zwol	52.2215372	6.8936619
Lluis Garcia Pueyo	37.3860517	-122.0838511
Yuan Cao Zhang	52.2016671	0.1177882
Diarmuid Ó Séaghdha	52.2016671	0.1177882
Thomas Jambor	52.389434	9.7151085
Hanqiang Cheng	46.8624181	-113.9836203
Yu-Li Liang	40.0082221	-105.2591119
Xinyu Xing	49.2692632	-123.2406547
Qin Lv	40.0071656	-105.2627072
S. Mishra	22.2520685	84.9008778
Mohammed Korayem	39.1670467	-86.5269373
Erkang You	39.1670467	-86.5269373
David Crandall	33.6493781	-117.8357356
Naveen Somasundaram	40.4300176	-86.9175368
Derry Tanti Wijaya	1.2936452	103.7749621
Dennis Fetterly	37.4418834	-122.1430195
Alan Halverson	43.0765915	-89.4052247
Joseph E. Gonzalez	40.4432289	-79.9441368
Shravan Matthur Narayanamurthy	12.9715987	77.5945627
Artus Krohn-Grimberghe	49.0107518	8.4140548
Lars Schmidt-Thieme	52.154778	9.9579652
R. Kant	21.1597606	72.7959122
Hadi Amiri	35.6891975	51.3889736
Oren Tsur	31.779193	35.196198
A. Rappoport	41.2709274	-73.7776336
Jeff Huang	47.6698745	-122.3102213
Thomas Lin	31.767879	-106.440736
Kevyn Collins-Thompson	47.6739881	-122.121512
Ugo Scaiella	43.7166613	10.3988602
Andrea Marino	43.7695604	11.2558136
Massimiliano Ciaramita	41.8195	-71.4091728
Bhavana Bharat Dalvi	19.0759837	72.8776559
Gagan Aggarwal	37.413349	-122.1708056
Rómer Rosales	40.0581639	-75.5192756
Adish Singla	46.5189865	6.5676007
Si Shen	22.2917485	114.2715461
Keping Bi	39.9946321	116.304625
Guihong Cao	39.110096	117.1671447
Jackie Chi Kit Cheung	43.666663	-79.4023299
Xiao Li	37.4418834	-122.1430195
Dongdong Shan	39.9946321	116.304625
Jing He	36.8838957	-76.3040214
David Sontag	37.8764984	-122.2804342
Danqi Chen	39.9990443	116.3246671
Yandong Liu	33.7910934	-84.322313
Chen-Yan Xiong	39.910886	116.3357368
Wenkui Ding	39.9990443	116.3246671
Roy Chen	40.795009	-77.829736
Suzy Salib	42.2780183	-83.7370191
Dan Iter	40.8097368	-73.9608715
Xiaolong Jin	22.337943	114.181587
Xueke Xu	39.904211	116.407395
Marisa A. Vasconcelos	-19.9166813	-43.9344931
Saulo M.R. Ricci	-18.916396	-48.2580759
Sanjay Kairam	37.413349	-122.1708056
Dan J. Wang	37.413349	-122.1708056
Chia-Jung Lee	42.3732216	-72.5198537
Ashton Anderson	33.6518297	-117.8389422
Adam Sadilek	43.1363323	-77.6165325
H. A. Kautz	40.6951408	-74.4012651
Yaron Singer	37.8805941	-122.2447958
Hossam N. Isack	43.0085587	-81.2634983
Xavier Boix	47.3768866	8.541694
Josep M. Gonfaus	41.5028528	2.1025104
Marius Leordeanu	40.4432289	-79.9441368
Sanjeev J. Koppal	40.4432289	-79.9441368
J. R. R. Uijlings	52.3561962	4.9470315
Remko Scha	52.3561962	4.9470315
Michael Hofmann	47.070714	15.439504
D. M. Gavrila	38.9784157	-76.9282872
Hongyu Zhang	39.9990443	116.3246671
Rongxin Wu	39.9990443	116.3246671
Andrea Cassioli	43.7695604	11.2558136
D. Di Lorenzo	43.7695604	11.2558136
P. Liatsis	51.5271328	-0.1029103
Yael Weiss	40.7345053	-111.8628205
Adriana Prado	51.2236072	4.4131738
Céline Robardet	45.771944	4.8901709
David A. Cieslak	41.6973401	-86.2377772
Michael Eckmann	40.507631	-75.7820031
Guo Dong	1.3553794	103.8677444
Marko Stosic	38.7222524	-9.1393366
Marija Dodig	38.7222524	-9.1393366
Kar-Han Tan	37.4418834	-122.1430195
Pierluigi Taddei	45.4723514	9.1964401
SriRam Thirthala	35.9681485	-78.9399682
Andrej Kobler	46.0569465	14.5057515
Peter Ogrinc	46.0569465	14.5057515
Bernard Zenko	46.0569465	14.5057515
Janice R. Boughton	-37.9104511	145.1348243
Fei Zheng	1.299144	103.770845
Houssam Salem	-37.9104511	145.1348243
Georgios Chalkiadakis	43.65242	-79.3870998
Vijay Chandrasekhar	37.413349	-122.1708056
Gabriel Takacs	37.413349	-122.1708056
Yong Rui	40.1059233	-88.2120315
Lei Yao	22.3185673	114.1796057
Mircea C. Ionita	53.270668	-9.0567905
Christoph Römer	27.950575	-82.4571776
L. Plümer	50.73743	7.0982068
Venkat Venkateswaran	41.7734501	-72.6726277
John Maleyeff	41.7734501	-72.6726277
Waleed Alsabhan	25.2847864	55.4767533
Liqiang Zhang	39.904211	116.407395
Enver Sangineto	41.856021	12.4691359
Shuhua Xu	36.0710276	120.4211341
Yan Wan	46.7255011	-117.1413373
G. Sateesh Babu	1.352083	103.819836
Yiping Ke	22.2917485	114.2715461
M. Mendoza	15.976462	-93.213266
Michael Collins	40.4432289	-79.9441368
Ludwig Lausser	48.4010822	9.9876076
H. A. Kestler	48.4226264	9.9488069
Amr Magdy	31.1900438	29.9078899
Adel Al-Jumaily	-33.8829343	151.2005362
Helena de Medeiros Caseli	-22.0087082	-47.8909263
Casey S. Greene	43.6376966	-72.2273212
Daniel S. Himmelstein	43.6775368	-72.2711134
Jeff Kiralis	43.6376966	-72.2273212
Nadia M. Penrod	43.6775368	-72.2711134
Delaney Granizo-MacKenzie	43.6775368	-72.2711134
Mahmoud Manafi	2.921318	101.6559349
Soodabeh Safa	2.921318	101.6559349
Jette Viethen	-33.7756808	151.1132268
Davi Lopes Carvalho	-3.7318616	-38.5266704
Manfred Klenner	47.3588302	8.5595886
Don Tuggener	47.3768866	8.541694
P. G. Anick	42.3459271	-71.5522874
Jeffrey Erman	51.076359	-114.12871
Yuhao Yang	38.949202	-95.2641463
Jonathan P. Lutes	38.949202	-95.2641463
Fengjun Li	40.8084075	-77.8638835
Peng Liu	42.4467049	-76.4830579
Ruiping Wang	39.904211	116.407395
Zengke Zhang	39.904211	116.407395
Varun Raj Kompella	45.188529	5.724524
Oskar Linde	59.3293235	18.0685808
Lei Pang	22.3374868	114.1720025
Guixian Lin	35.8019588	-78.8948741
Stephen Portnoy	40.1093094	-88.2283887
Yonggang Ji	43.817072	125.323544
Davy Paindaveine	50.8503396	4.3517103
